Test Sponsor$System Name$Auto  Parallel$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Cores/  Chip$Processor # Threads/  Core$Results # Base$Results # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory
ASUSTeK Computer Inc.$ASUS TS500-E6 (Z8NA-D6) server system (Intel Xeon X5670)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$42.8$45.5$Mar-2016$AMD A6-7400K$3500$96 KB I on chip per chip; 16 KB D on chip per core$1 MB I+D on chip per chip$None$8 GB (2 x 4 GB 2Rx8 PC3-10600U-11)
ASUSTeK Computer Inc.$ASUS RS704D-E6 (Z8PH-D12 SE/QDR) server system (Intel Xeon X5680)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$45.0$48.0$Jul-2016$AMD A6-8550$3700$96 KB I on chip per chip; 16 KB D on chip per core$1 MB I+D on chip per chip$None$8 GB (2 x 4 GB 2Rx8 PC3-10600U-11)
ASUSTeK Computer Inc.$ASUS RS720-E6 (Z8PE-D18) server system (Intel Xeon X5680)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$45.2$48.0$Jun-2016$AMD A8 PRO-7600B$3100$192 KB I on chip per chip, 96 KB I shared / 2 cores; 16 KB D on chip per core$4 MB I+D on chip per chip, 2 MB shared / 2 cores$None$8 GB (2 x 4 GB 2Rx8 PC3-10600U-11)
ASUSTeK Computer Inc.$ASUS RS300-E7(P8B-E/4L) Server System (Intel Xeon E3-1280, 3.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$58.9$61.1$Nov-2014$AMD A8 PRO-7600B$3100$192 KB I on chip per chip, 96 KB I shared / 2 cores; 16 KB D on chip per core$4 MB I+D on chip per chip, 2 MB shared / 2 cores$None$8 GB (2 x 4 GB 2Rx4 PC3-17000U-14)
ASUSTeK Computer Inc.$ASUS RS100-E7(P8B-M) Server System (Intel Xeon E3-1280, 3.50 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$58.8$61.1$Jul-2016$AMD A8 PRO-8650B$3200$192 KB I on chip per chip, 96 KB I shared / 2 cores; 16 KB D on chip per core$4 MB I+D on chip per chip, 2 MB shared / 2 cores$None$8 GB (2 x 4 GB 2Rx8 PC3-10600U-11)
ASUSTeK Computer Inc.$ASUS ESC4000(Z8PG-D18) Server System (Intel Xeon X5690, 3.46 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$60.0$63.6$May-2016$AMD A8-7600$3100$192 KB I on chip per chip, 96 KB I shared / 2 cores; 16 KB D on chip per core$4 MB I+D on chip per chip, 2 MB shared / 2 cores$None$8 GB (2 x 4 GB 2Rx8 PC3-10600U-11)
ASUSTeK Computer Inc.$ASUS RS720Q-E6(Z8NH-D12) Server System (Intel Xeon X5680, 3.33 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$57.2$59.3$May-2016$AMD A8-8650$3200$192 KB I on chip per chip, 96 KB I shared / 2 cores; 16 KB D on chip per core$4 MB I+D on chip per chip, 2 MB shared / 2 cores$None$8 GB (2 x 4 GB 2Rx8 PC3-10600U-11)
ASUSTeK Computer Inc.$ASUS TS700-E7(Z9PE-D16) Server System (Intel Xeon E5-2690)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$84.7$89.4$Jun-2014$AMD A10-7700K$3400$192 KB I on chip per chip, 96 KB I shared / 2 cores; 16 KB D on chip per core$4 MB I+D on chip per chip, 2 MB shared / 2 cores$None$4 GB (2 x 2 GB 1Rx8 PC3-12800U-11)
ASUSTeK Computer Inc.$ASUS RS720-E7(Z9PE-D16) Server System (Intel Xeon E5-2690)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$89.6$94.1$Jun-2014$AMD A10-7700K$3400$192 KB I on chip per chip, 96 KB I shared / 2 cores; 16 KB D on chip per core$4 MB I+D on chip per chip, 2 MB shared / 2 cores$None$4 GB (2 x 2 GB 1Rx8 PC3-12800U-11)
ASUSTeK Computer Inc.$ASUS RS720-X7(Z9PR-D12) Server System (Intel Xeon E5-2690)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$85.8$90.6$May-2014$AMD A10-7850K$3700$192 KB I on chip per chip, 96 KB I shared / 2 cores; 16 KB D on chip per core$4 MB I+D on chip per chip, 2 MB shared / 2 cores$None$4 GB (2 x 2 GB 1Rx8 PC3-12800U-11)
ASUSTeK Computer Inc.$ASUS RS920-E7(Z9PX-Q32) Server System (Intel Xeon E5-4650)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$4$8$2$NC$NC$Jun-2014$AMD A10-7850K$3700$192 KB I on chip per chip, 96 KB I shared / 2 cores; 16 KB D on chip per core$4 MB I+D on chip per chip, 2 MB shared / 2 cores$None$4 GB (2 x 2 GB 1Rx8 PC3-12800U-11)
ASUSTeK Computer Inc.$ASUS RS700-X7(Z9PR-D12) Server System (Intel Xeon E5-2690)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$85.8$90.6$Aug-2008$Intel Xeon X5482$3200$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$32 GB (8 X 4GB PC2-6400F, CL5, FBDIMM)
ASUSTeK Computer Inc.$ASUS RS700-E7(Z9PP-D24) Server System (Intel Xeon E5-2690)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$88.3$93.3$Oct-2008$Intel Xeon X5492$3400$32 KB I + 32 KB D on chip per core$12 MB I+D on chip per chip, 6 MB shared / 2 cores$None$32 GB (8 X 4GB PC2-6400F, CL5, FBDIMM)
ASUSTeK Computer Inc.$ASUS RS724Q-E7(Z9PH-D16) Server System (Intel Xeon E5-2670)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$81.9$86.2$Feb-2013$Intel Xeon E5-2690$2900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
ASUSTeK Computer Inc.$ASUS RS500-E7 (Z9NR-D12) Server System (Intel Xeon E5-2470)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$73.6$77.3$Aug-2011$Intel Xeon X5690$3467$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB 2Rx8 PC3L-10600E-9, ECC)
ASUSTeK Computer Inc.$ASUS RS920-E7 (Z9PX-Q32) Server System (Intel Xeon E5-4650)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$4$8$2$76.6$81.9$Jul-2014$AMD A10-6800K$4100$128 KB I on chip per chip, 64 KB I shared / 2 cores; 16 KB D on chip per core$4 MB I+D on chip per chip, 2 MB shared / 2 cores$None$8 GB (2 x 4 GB 2Rx4 PC3-12800U-11)
ASUSTeK Computer Inc.$ASUS ESC4000 G2 (Z9PG-D16) Server System (Intel Xeon E5-2690)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$88.7$93.7$Jul-2014$AMD A4-4000$3000$64 KB I on chip per chip; 16 KB D on chip per core$1 MB I+D on chip per chip$None$8 GB (2 x 4 GB 2Rx4 PC3-12800U-11, running at 1333 MHz and CL9)
ASUSTeK Computer Inc.$ASUS RS700-E7(Z9PP-D24) Server System (Intel Xeon E5-2620)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$62.9$66.2$Jul-2014$AMD A8-5500$3200$128 KB I on chip per chip, 64 KB I shared / 2 cores; 16 KB D on chip per core$4 MB I+D on chip per chip, 2 MB shared / 2 cores$None$8 GB (2 x 4 GB 2Rx4 PC3-12800U-11)
ASUSTeK Computer Inc.$ASUS RS500-E8(Z10PR-D16) Server System (Intel Xeon E5-2699 v3)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$2$104$110$Jul-2014$AMD A8-5600K$3600$128 KB I on chip per chip, 64 KB I shared / 2 cores; 16 KB D on chip per core$4 MB I+D on chip per chip, 2 MB shared / 2 cores$None$8 GB (2 x 4 GB 2Rx4 PC3-12800U-11)
ASUSTeK Computer Inc.$ASUS TS700-E8(Z10PE-D16WS) Server System (Intel Xeon E5-2699 v3)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$2$111$117$Jul-2014$AMD A8-6500$3500$128 KB I on chip per chip, 64 KB I shared / 2 cores; 16 KB D on chip per core$4 MB I+D on chip per chip, 2 MB shared / 2 cores$None$8 GB (2 x 4 GB 2Rx4 PC3-12800U-11)
ASUSTeK Computer Inc.$ASUS TS700-E8(Z10PE-D16WS) Server System (Intel Xeon E5-2667 v3)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$2$118$122$Jul-2014$AMD A8-6600K$3900$128 KB I on chip per chip, 64 KB I shared / 2 cores; 16 KB D on chip per core$4 MB I+D on chip per chip, 2 MB shared / 2 cores$None$8 GB (2 x 4 GB 2Rx4 PC3-12800U-11)
ASUSTeK Computer Inc.$ASUS RS700-E9(Z11PP-D24) Server System (2.70 GHz, Intel Xeon Gold 6150)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$1$146$151$Jan-2014$AMD A10-6700$3700$128 KB I on chip per chip, 64 KB I shared / 2 cores; 16 KB D on chip per core$4 MB I+D on chip per chip, 2 MB shared / 2 cores$None$4 GB (2 x 2 GB 1Rx8 PC3-12800U-11)
ASUSTeK Computer Inc.$ASUS RS700-E9(Z11PP-D24) Server System (2.10 GHz, Intel Xeon Platinum 8176)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$56$2$28$1$144$151$Sep-2013$AMD A10-6800K$4100$128 KB I on chip per chip, 64 KB I shared / 2 cores; 16 KB D on chip per core$4 MB I+D on chip per chip, 2 MB shared / 2 cores$None$4 GB (2 x 2 GB 1Rx8 PC3-12800U-11)
Acer Incorporated$Gateway GR160 F1 (Intel Xeon E5502)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$20.7$21.6$Oct-2013$AMD A4-4000$3000$64 KB I on chip per chip; 16 KB D on chip per core$1 MB I+D on chip per chip$None$4 GB (2 x 2 GB 1Rx8 PC3-12800U-11, running at 1333 MHz and CL9)
Acer Incorporated$Gateway GR160 F1 (Intel Xeon X5570)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$38.2$40.7$Oct-2013$AMD A6-6400K$3900$64 KB I on chip per chip; 16 KB D on chip per core$1 MB I+D on chip per chip$None$4 GB (2 x 2 GB 1Rx8 PC3-12800U-11)
Acer Incorporated$Acer AR160 F1 (Intel Xeon E5502)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$20.7$21.6$Dec-2014$Intel Core i3-4160$3600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$3 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC3-12800U-11)
Acer Incorporated$Acer AR160 F1 (Intel Xeon X5570)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$38.2$40.7$Dec-2014$Intel Core i3-4370$3800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC3-12800U-11)
Acer Incorporated$Gateway GT110 F1 (Intel Xeon E3110)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$23.3$24.2$Jan-2016$Intel Core i5-4590$3300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$6 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx8 PC3-12800U-11)
Acer Incorporated$Acer AT110 F1 (Intel Xeon E3110)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$2$1$2$1$23.3$24.2$Dec-2014$Intel Pentium G3250$3200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$3 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC3-12800U-11, running at 1333 MHz and CL9)
Acer Incorporated$Gateway GT110 F1 (Intel Xeon X3380)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$25.5$26.3$Nov-2014$Intel Pentium G3450$3400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$3 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC3-12800U-11)
Acer Incorporated$Acer AT110 F1 (Intel Xeon X3380)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$25.5$26.3$Dec-2014$Intel Pentium G3460$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$3 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC3-12800U-11)
Acer Incorporated$Gateway GW1000-GW170 F1 (Intel Xeon X5570)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$38.1$40.6$Oct-2011$AMD Phenom II X6 1100T$3300$64 KB I + 64 KB D on chip per core$512 KB I+D on chip per core$6 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC3-10600U-9)
Acer Incorporated$Acer AW1000-AW170 F1 (Intel Xeon X5570)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$38.1$40.6$Dec-2008$Intel Core i7-965 Extreme Edition$3200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$12 GB (6 x 2GB DDR3-1333 ECC, CL=9)
Acer Incorporated$Gateway GW1000-GW170 F1 (Intel Xeon E5502)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$20.7$21.7$Feb-2009$Intel Core i7-965 Extreme Edition$3200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$12 GB (6 x 2 GB PC3-10600E, CL=9)
Acer Incorporated$Acer AW1000-AW170 F1 (Intel Xeon E5502)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$20.7$21.7$Sep-2014$Intel Core i7-4960X$3600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$16 GB (4 x 4 GB 2Rx4 PC3-14900U-13)
Acer Incorporated$Gateway GW2000h-GW170h F1 (Intel Xeon X5570)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$38.4$41.0$Apr-2016$Intel Celeron G3900$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$2 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Acer AW2000h-AW170h F1 (Intel Xeon X5570)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$38.4$41.0$Apr-2016$Intel Celeron G3900T$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$2 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Gateway GW2000h-GW170h F1 (Intel Xeon E5502)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$20.7$21.6$Apr-2016$Intel Celeron G3920$2900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$2 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Acer AW2000h-AW170h F1 (Intel Xeon E5502)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$20.7$21.6$Apr-2016$Intel Core i3-6098P$3600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$3 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Gateway GT350 F1 (Intel Xeon E5520)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$29.5$31.3$Mar-2016$Intel Core i3-6100$3700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$3 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Gateway GT350 F1 (Intel Xeon X5570)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$38.4$40.3$Apr-2016$Intel Core i3-6100T$3200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$3 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Acer AT350 F1 (Intel Xeon X5570)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$38.4$40.3$Mar-2016$Intel Core i3-6300$3800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Acer AT350 F1 (Intel Xeon E5520)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$29.5$31.3$Apr-2016$Intel Core i3-6300T$3300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Gateway GT310 F1 (Intel Xeon X3430)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$30.4$31.8$Mar-2016$Intel Core i3-6320$3900$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$4 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Acer AR320 F1 (Intel Xeon X3430)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$30.4$31.8$Mar-2016$Intel Core i5-6400$2700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$6 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Acer AR320 F1 (Intel Xeon X3470)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$36.8$38.6$Apr-2016$Intel Core i5-6400T$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$6 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Acer AT310 F1 (Intel Xeon X3430)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$30.4$31.8$May-2016$Intel Core i5-6402P$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$6 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Acer AT310 F1 (Intel Xeon X3470)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$36.8$38.6$Apr-2016$Intel Core i5-6500$3200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$6 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Gateway GR320 F1 (Intel Xeon X3470)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$36.8$38.6$May-2016$Intel Core i5-6500T$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$6 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Gateway GT310 F1 (Intel Xeon X3470)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$2$36.8$38.6$Mar-2016$Intel Core i5-6600$3300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$6 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Gateway GR320 F1 (Intel Xeon X3430)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$1$4$1$30.4$31.8$Mar-2016$Intel Core i5-6600K$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$6 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Gateway GR380 F1 (Intel Xeon X5570)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$40.7$44.1$May-2016$Intel Core i5-6600T$2700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$6 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Acer AR380 F1 (Intel Xeon X5570)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$40.7$44.1$Feb-2016$Intel Core i7-6700$3400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Gateway GR360 F1 (Intel Xeon X5570)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$40.7$44.1$Mar-2016$Intel Core i7-6700K$4000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Acer AR360 F1 (Intel Xeon X5570)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$40.7$44.1$May-2016$Intel Core i7-6700T$2800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Gateway GT350 F1(Intel Xeon E5502)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$22.6$24.3$Mar-2016$Intel Pentium G4400$3300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$3 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Acer AT350 F1(Intel Xeon E5502)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$22.6$24.3$Mar-2016$Intel Pentium G4500$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$3 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Gateway GR380 F1(Intel Xeon E5502)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$23.1$24.6$Apr-2016$Intel Pentium G4500T$3000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$3 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Acer AR380 F1(Intel Xeon E5502)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$23.1$24.6$Mar-2016$Intel Pentium G4520$3600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$3 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx4 PC4-2133P-U)
Acer Incorporated$Gateway GR360 F1(Intel Xeon E5502)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$23.1$24.6$Nov-2009$Intel Xeon X3470$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$16 GB (4 x 4 GB PC3-10600R, CL=9)
Acer Incorporated$Acer AR360 F1(Intel Xeon E5502)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$23.1$24.6$Jun-2011$Intel Xeon E3-1280$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx8 PC3L-10600E-9, ECC)
Acer Incorporated$Gateway GR180 F1 (Intel Xeon X5570)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$40.7$43.7$Nov-2009$Intel Xeon X3470$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6 x 4 GB PC3-10600R, CL=9)
Acer Incorporated$Gateway GR180 F1(Intel Xeon E5502)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$23.1$24.4$Mar-2011$Intel Xeon E3-1280$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$8 GB (2 x 4 GB 2Rx8 PC3L-10600E-9, ECC)
Acer Incorporated$Acer AR180 F1 (Intel Xeon X5570)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$40.7$43.7$Jul-2010$Intel Xeon X5680$3333$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R, CL=9)
Acer Incorporated$Acer AR180 F1(Intel Xeon E5502)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$23.1$24.4$Mar-2009$Intel Xeon X5570$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6 X 4 GB PC3-10600R, CL=9)
Acer Incorporated$Gateway GB460 F1 (Intel Xeon X5670, 2.93 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$41.9$44.6$Aug-2012$Intel Xeon E5-2470$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$96 GB (12 x 8 GB 2Rx4 PC3-12800R-11, ECC)
Acer Incorporated$Gateway GB460 F1 (Intel Xeon E5502, 1.86 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$23.0$24.6$Sep-2014$Intel Xeon E5-2699 v3$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$45 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Acer Incorporated$Gateway GB460 F1 (Intel Xeon X5570, 2.93 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$40.8$43.7$Jul-2010$Intel Xeon X5680$3333$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R, CL=9)
Acer Incorporated$Acer AB460 F1 (Intel Xeon X5670, 2.93 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$2$41.9$44.6$Mar-2009$Intel Xeon X5570$2933$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$8 MB I+D on chip per chip$24 GB (6 X 4 GB PC3-10600R, CL=9)
Acer Incorporated$Acer AB460 F1 (Intel Xeon X5570, 2.93 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$2$40.8$43.7$May-2010$Intel Xeon X5680$3333$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$12 MB I+D on chip per chip$48 GB (12 x 4 GB PC3-10600R, CL=9)
Acer Incorporated$Acer AB460 F1 (Intel Xeon E5502, 1.86 GHz)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$4$2$2$1$23.0$24.6$Jun-2013$Intel Xeon E5-2620$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC3-12800R-11, ECC)
