Test Sponsor$System Name$Auto  Parallel$Processor # Enabled  Cores$Processor # Enabled  Chips$Processor # Cores/  Chip$Processor # Threads/  Core$Results # Base$Results # Peak$Publish_Date$CPU_Name$CPU_Frequency$Primary_Cache$Secondary_Cache$Tertiary_Cache$Memory
Huawei$Huawei RH1288 V3 (Intel Xeon E5-2680 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Dec-2014$Intel Xeon E5-2650L v3$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei RH2288 V3 (Intel Xeon E5-2680 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Aug-2014$Intel Xeon E5-2650L v3$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei XH620 V3 (Intel Xeon E5-2680 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Nov-2016$Intel Xeon E5-2650L v4$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$35 MB I+D on chip per chip$256 GB (8 x 32 GB 2Rx4 PC4-2400T-R)
Huawei$Huawei XH622 V3 (Intel Xeon E5-2680 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Mar-2016$Intel Xeon E5-2650L v4$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$35 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2400T-R)
Huawei$Huawei XH628 V3 (Intel Xeon E5-2680 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Mar-2015$Intel Xeon E5-2658 v3$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei XH628 V3 (Intel Xeon E5-2690 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Nov-2016$Intel Xeon E5-2658 v4$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$35 MB I+D on chip per chip$512 GB (16 x 32 GB 2Rx4 PC4-2400T-R)
Huawei$Huawei XH622 V3 (Intel Xeon E5-2690 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Nov-2016$Intel Xeon E5-2658 v4$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$35 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx8 PC4-2400T-R)
Huawei$Huawei XH620 V3 (Intel Xeon E5-2690 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Mar-2015$Intel Xeon E5-2658A v3$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei RH1288 V3 (Intel Xeon E5-2690 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Dec-2014$Intel Xeon E5-2660 v3$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei 5288 V3 (Intel Xeon E5-2690 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Sep-2014$Intel Xeon E5-2660 v3$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei XH628 V3 (Intel Xeon E5-2697 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$1$NC$NC$Nov-2016$Intel Xeon E5-2660 v4$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$35 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx8 PC4-2400T-R)
Huawei$Huawei XH620 V3 (Intel Xeon E5-2697 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$1$NC$NC$Mar-2016$Intel Xeon E5-2660 v4$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$35 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2400T-R)
Huawei$Huawei XH622 V3 (Intel Xeon E5-2697 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$1$NC$NC$Aug-2015$Intel Xeon E5-2667 v3$3200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei XH628 V3 (Intel Xeon E5-2695 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$1$NC$NC$May-2015$Intel Xeon E5-2667 v3$3200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei 5288 V3 (Intel Xeon E5-2695 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$1$NC$NC$Dec-2014$Intel Xeon E5-2670 v3$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei RH1288 V3 (Intel Xeon E5-2695 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$1$NC$NC$Aug-2014$Intel Xeon E5-2670 v3$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei RH2288 V3 (Intel Xeon E5-2695 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$1$NC$NC$Jan-2015$Intel Xeon E5-2680 v3$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei XH620 V3 (Intel Xeon E5-2695 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$1$NC$NC$Aug-2014$Intel Xeon E5-2680 v3$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei XH622 V3 (Intel Xeon E5-2695 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$1$NC$NC$Nov-2016$Intel Xeon E5-2680 v4$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$35 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx8 PC4-2400T-R)
Huawei$Huawei CH226 V3 (Intel Xeon E5-2698 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$40$2$20$1$NC$NC$Apr-2016$Intel Xeon E5-2680 v4$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$35 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2400T-R)
Huawei$Huawei CH225 V3 (Intel Xeon E5-2698 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$40$2$20$1$NC$NC$Mar-2015$Intel Xeon E5-2683 v3$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$35 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH225 V3 (Intel Xeon E5-2697 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$1$NC$NC$Oct-2016$Intel Xeon E5-2683 v4$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$40 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx8 PC4-2400T-R)
Huawei$Huawei CH226 V3 (Intel Xeon E5-2697 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$1$NC$NC$Mar-2016$Intel Xeon E5-2683 v4$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$40 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2400T-R)
Huawei$Huawei CH226 V3 (Intel Xeon E5-2690 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Aug-2015$Intel Xeon E5-2690 v3$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH225 V3 (Intel Xeon E5-2690 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Sep-2014$Intel Xeon E5-2690 v3$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH226 V3 (Intel Xeon E5-2695 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$1$NC$NC$Dec-2014$Intel Xeon E5-2695 v3$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$35 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH225 V3 (Intel Xeon E5-2695 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$36$2$18$1$NC$NC$Sep-2014$Intel Xeon E5-2695 v3$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$35 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH226 V3 (Intel Xeon E5-2697A v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$1$NC$NC$Nov-2016$Intel Xeon E5-2695 v4$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$45 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx8 PC4-2400T-R)
Huawei$Huawei CH225 V3 (Intel Xeon E5-2697A v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$1$NC$NC$Mar-2016$Intel Xeon E5-2695 v4$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$45 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2400T-R)
Huawei$Huawei CH225 V3 (Intel Xeon E5-2683 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$1$NC$NC$Sep-2014$Intel Xeon E5-2697 v3$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$35 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH226 V3 (Intel Xeon E5-2683 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$1$NC$NC$Aug-2015$Intel Xeon E5-2698 v3$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$40 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH226 V3 (Intel Xeon E5-2667 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$Sep-2014$Intel Xeon E5-2698 v3$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$40 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH225 V3 (Intel Xeon E5-2667 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$Sep-2014$Intel Xeon E5-2699 v3$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$45 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH225 V3 (Intel Xeon E5-2660 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Oct-2016$Intel Xeon E5-2603 v4$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133T-R, running at 1866 MHz )
Huawei$Huawei CH226 V3 (Intel Xeon E5-2660 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Mar-2016$Intel Xeon E5-2603 v4$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2400T-R, running at 1866 MHz )
Huawei$Huawei RH2288H V3 (Intel Xeon E5-2630L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Oct-2016$Intel Xeon E5-2609 v4$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133T-R, running at 1866 MHz )
Huawei$Huawei CH121 V3 (Intel Xeon E5-2630L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Mar-2016$Intel Xeon E5-2609 v4$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2400T-R, running at 1866 MHz )
Huawei$Huawei CH222 V3 (Intel Xeon E5-2630L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Nov-2016$Intel Xeon E5-2618L v4$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH225 V3 (Intel Xeon E5-2630L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Nov-2016$Intel Xeon E5-2620 v4$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH226 V3 (Intel Xeon E5-2630L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Feb-2016$Intel Xeon E5-2620 v4$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2400T-R, running at 2133 MHz)
Huawei$Huawei RH2288H V3 (Intel Xeon E5-2618L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Oct-2016$Intel Xeon E5-2623 v4$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH121 V3 (Intel Xeon E5-2618L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Mar-2016$Intel Xeon E5-2623 v4$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2400T-R, running at 2133 MHz)
Huawei$Huawei CH222 V3 (Intel Xeon E5-2618L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Nov-2016$Intel Xeon E5-2630 v4$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH225 V3 (Intel Xeon E5-2618L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Feb-2016$Intel Xeon E5-2630 v4$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2400T-R, running at 2133 MHz)
Huawei$Huawei CH226 V3 (Intel Xeon E5-2618L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Nov-2016$Intel Xeon E5-2630L v4$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH220 V3 (Intel Xeon E5-2620 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$May-2016$Intel Xeon E5-2630L v4$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2400T-R, running at 2133 MHz)
Huawei$Huawei CH220 V3 (Intel Xeon E5-2630 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$20$2$10$1$NC$NC$Nov-2016$Intel Xeon E5-2640 v4$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC4-2133P-R)
Huawei$Huawei CH220 V3 (Intel Xeon E5-2643 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$NC$NC$Jun-2014$Intel Xeon E5-2609 v2$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Huawei$Huawei CH220 V3 (Intel Xeon E5-2660 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Apr-2014$Intel Xeon E5-2650 v2$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (8 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Huawei$Huawei CH220 V3 (Intel Xeon E5-2650 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$24$2$12$1$NC$NC$Dec-2014$Intel Xeon E5-2618L v2$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC, running at 1333 MHz)
Huawei$Huawei CH220 V3 (Intel Xeon E5-2609 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$NC$NC$Jun-2014$Intel Xeon E5-2620 v2$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Huawei$Huawei CH220 V3 (Intel Xeon E5-2650L v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Jul-2014$Intel Xeon E5-2658$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx8 PC3-12800R-11, ECC)
Huawei$Huawei CH220 V3 (Intel Xeon E5-2637 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$NC$NC$Oct-2014$Intel Xeon E5-2670 v2$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13 ,ECC)
Huawei$Huawei CH220 V3 (Intel Xeon E5-2623 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$8$2$4$1$NC$NC$Aug-2014$Intel Xeon E5-2690 v2$3000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Huawei$Huawei CH220 V3 (Intel Xeon E5-2603 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$NC$NC$Sep-2014$Intel Xeon E5-2695 v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Huawei$Huawei CH226 V3 (Intel Xeon E5-2680 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Oct-2014$Intel Xeon E5-2697 v2$2700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$30 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Huawei$Huawei CH225 V3 (Intel Xeon E5-2680 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$28$2$14$1$NC$NC$Aug-2014$Intel Xeon E5-2603 v2$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$128 GB (8 x 16 GB 2Rx4 PC3-14900R-11, ECC, running at 1333 MHz)
Huawei$Huawei RH1288 V3(Intel Xeon E5-2603 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$34.5$35.8$Sep-2014$Intel Xeon E5-2620 v2$2100$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (8 x 16 GB 2Rx4 PC3-14900R-11, ECC, running at 1600 MHz)
Huawei$Huawei 5288 V3(Intel Xeon E5-2603 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$34.5$35.7$Aug-2014$Intel Xeon E5-2630 v2$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (8 x 16 GB 2Rx4 PC3-14900R-11, ECC, running at 1600 MHz)
Huawei$Huawei RH2288 V3(Intel Xeon E5-2603 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$34.5$35.7$Sep-2014$Intel Xeon E5-2630L v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$128 GB (8 x 16 GB 2Rx4 PC3-14900R-11, ECC, running at 1600 MHz)
Huawei$Huawei XH620 V3(Intel Xeon E5-2603 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$34.5$35.8$Aug-2014$Intel Xeon E5-2640 v2$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (8 x 16 GB 2Rx4 PC3-14900R-11, ECC, running at 1600 MHz)
Huawei$Huawei XH628 V3(Intel Xeon E5-2603 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$34.5$35.8$Aug-2014$Intel Xeon E5-2650 v2$2600$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (8 x 16 GB 2Rx4 PC3-14900R-11, ECC)
Huawei$Huawei XH622 V3(Intel Xeon E5-2603 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$12$2$6$1$34.5$35.8$Sep-2014$Intel Xeon E5-2650L v2$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$64 GB (8 x 8 GB 2Rx4 PC3-14900R-11, ECC, running at 1600 MHz)
Huawei$Huawei 5288 V3(Intel Xeon E5-2609 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$35.6$36.9$Sep-2014$Intel Xeon E5-2658 v2$2400$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$128 GB (8 x 16 GB 2Rx4 PC3-14900R-11, ECC)
Huawei$Huawei RH2288 V3(Intel Xeon E5-2609 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$35.7$37.0$Sep-2014$Intel Xeon E5-2660 v2$2200$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$64 GB (8 x 8 GB 2Rx4 PC3-14900R-11, ECC)
Huawei$Huawei RH1288 V3(Intel Xeon E5-2609 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$35.6$36.9$Oct-2014$Intel Xeon E5-2603 v2$1800$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$10 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-12800R-11, ECC, running at 1333 MHz)
Huawei$Huawei XH620 V3(Intel Xeon E5-2609 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$35.6$37.0$Jul-2014$Intel Xeon E5-2620$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei XH628 V3(Intel Xeon E5-2609 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$35.6$37.0$Sep-2014$Intel Xeon E5-2630$2300$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei XH622 V3(Intel Xeon E5-2609 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$16$2$8$1$35.6$37.0$Aug-2014$Intel Xeon E5-2637 v2$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Huawei$Huawei RH2288H V3 (Intel Xeon E5-2699 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$44$2$22$1$72.8$75.2$Aug-2014$Intel Xeon E5-2640$2500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$15 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-12800R-11, ECC)
Huawei$Huawei CH121 V3 (Intel Xeon E5-2699 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$44$2$22$1$72.6$75.0$Aug-2014$Intel Xeon E5-2640 v2$2000$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$20 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx8 PC3-12800R-11, ECC)
Huawei$Huawei CH222 V3 (Intel Xeon E5-2699 v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$44$2$22$1$72.6$75.0$Aug-2014$Intel Xeon E5-2643 v2$3500$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$256 GB (16 x 16 GB 2Rx4 PC3-14900R-13, ECC)
Huawei$Huawei CH220 V3 (Intel Xeon E5-2697A v4)  HTML  |  CSV  |  Text  |  PDF  |  PS  |  Config$Yes$32$2$16$1$69.3$72.2$Sep-2014$Intel Xeon E5-2650L v2$1700$32 KB I + 32 KB D on chip per core$256 KB I+D on chip per core$25 MB I+D on chip per chip$128 GB (16 x 8 GB 2Rx8 PC3-12800R-11, ECC)
